name,injury_date
"Fairbanks, Pete",4/17/2024
"Burke, Brock",4/18/2024
"Nelson, Ryne",4/18/2024
"Puk, A.J.",4/19/2024
"Bello, Brayan",4/19/2024
"Snell, Blake",4/19/2024
"Castro, Miguel",4/20/2024
"Pruitt, Austin",4/20/2024
"Luzardo, Jesús",4/20/2024
"Hall, DL",4/20/2024
"Smyly, Drew",4/21/2024
"Kelly, Merrill",4/21/2024
"Hendricks, Kyle",4/21/2024
"Montas, Frankie",4/21/2024
"Javier, Cristian",4/21/2024
"Gipson-Long, Sawyer",4/22/2024
"Simpson, Josh",4/23/2024
"Smith, Drew",4/23/2024
"Poche, Colin",4/23/2024
"Garcia, Robert",4/23/2024
"Wicks, Jordan",4/23/2024
"Devenski, Chris",4/24/2024
"Francis, Bowden",4/24/2024
"Marsh, Alec",4/24/2024
"Cisnero, José",4/27/2024
"Brasier, Ryan",4/27/2024
"Johnson, Pierce",4/29/2024
"Rodriguez, Grayson",4/29/2024
"Rodríguez, Yariel",4/29/2024
"Stephenson, Robert",4/30/2024
"Marte, Yunior",4/30/2024
"Patiño, Luis",4/30/2024
"Matz, Steven",4/30/2024
"Hoeing, Bryan",5/1/2024
"Stewart, Brock",5/1/2024
"Musgrove, Joe",5/1/2024
"Waguespack, Jacob",5/2/2024
"Eovaldi, Nathan",5/2/2024
"Phillips, Evan",5/3/2024
"Fujinami, Shintaro",5/3/2024
"Leone, Dominic",5/4/2024
"Matzek, Tyler",5/4/2024
"Dunning, Dane",5/4/2024
"Kelly, Joe",5/5/2024
"Gallegos, Giovanny",5/5/2024
"Boyle, Joe",5/5/2024
"Pepiot, Ryan",5/5/2024
"Palencia, Daniel",5/6/2024
"Saucedo, Tayler",5/7/2024
"Cabrera, Edward",5/7/2024
"Miley, Wade",5/7/2024
"Duarte, Daniel",5/8/2024
"Brash, Matt",5/8/2024
"Sborz, Josh",5/8/2024
"Gibaut, Ian",5/9/2024
"Blackburn, Paul",5/10/2024
"Miller, Shelby",5/11/2024
"Lodolo, Nick",5/11/2024
"Maeda, Kenta",5/11/2024
"Brewer, Colten",5/12/2024
"Winn, Keaton",5/14/2024
"Thompson, Keegan",5/15/2024
"Waldichuk, Ken",5/15/2024
"Wilson, Justin",5/16/2024
"Sheehan, Emmet",5/16/2024
"Bird, Jake",5/17/2024
"Eflin, Zach",5/18/2024
"Wilson, Steven",5/19/2024
"Pagán, Emilio",5/19/2024
"Robertson, Nick",5/19/2024
"Leone, Dominic",5/20/2024
"Hamilton, Ian",5/20/2024
"Kremer, Dean",5/20/2024
"Ross, Joe",5/20/2024
"Gray, Jon",5/21/2024
"Carrasco, Carlos",5/21/2024
"Burdi, Nick",5/23/2024
"Smith-Shawver, AJ",5/23/2024
"Muller, Kyle",5/24/2024
"Stripling, Ross",5/24/2024
"Lawrence, Justin",5/25/2024
"Díaz, Edwin",5/25/2024
"Erceg, Lucas",5/25/2024
"Schmidt, Clarke",5/26/2024
"Pérez, Martín",5/26/2024
"Musgrove, Joe",5/26/2024
"Minter, A.J.",5/29/2024
"Morgan, Eli",5/29/2024
"Raley, Brooks",5/29/2024
"Speier, Gabe",5/29/2024
"Darvish, Yu",5/29/2024
"Gallen, Zac",5/30/2024
"Whitlock, Garrett",5/30/2024
"Williams, Trevor",5/30/2024
"Wacha, Michael",5/31/2024
"Sánchez, Sixto",5/31/2024
"Priester, Quinn",6/2/2024
"Snell, Blake",6/2/2024
"Means, John",6/3/2024
"Faedo, Alex",6/4/2024
"Walston, Blake",6/4/2024
"Herget, Jimmy",6/5/2024
"Urquidy, José",6/5/2024
"Javier, Cristian",6/6/2024
"Lovelady, Richard",6/7/2024
"Weathers, Ryan",6/7/2024
"Pagán, Emilio",6/8/2024
"Brown, Ben",6/8/2024
"Middleton, Keynan",6/11/2024
"Poteet, Cody",6/12/2024
"Stratton, Hunter",6/13/2024
"Cimber, Adam",6/14/2024
"Wicks, Jordan",6/14/2024
"Grove, Michael",6/15/2024
"Verlander, Justin",6/15/2024
"Yamamoto, Yoshinobu",6/15/2024
"Sandlin, Nick",6/16/2024
"Hamilton, Ian",6/16/2024
"García, Yimi",6/16/2024
"Waldrep, Hurston",6/16/2024
"Luzardo, Jesús",6/16/2024
"Harrison, Kyle",6/16/2024
"Winn, Cole",6/17/2024
"Wells, Tyler",6/17/2024
"Soriano, José",6/17/2024
"Garrett, Braxton",6/17/2024
"Manoah, Alek",6/17/2024
"White, Brendan",6/18/2024
"Buehler, Walker",6/18/2024
"Coulombe, Danny",6/19/2024
"Leiter Jr., Mark",6/19/2024
"Altavilla, Dan",6/19/2024
"Reid-Foley, Sean",6/19/2024
"Jiménez, Dany",6/19/2024
"Bednar, David",6/19/2024
"Bradish, Kyle",6/19/2024
"Bloss, Jake",6/21/2024
"Paddack, Chris",6/21/2024
"Walker, Taijuan",6/21/2024
"Bird, Jake",6/22/2024
"Assad, Javier",6/23/2024
"Lodolo, Nick",6/23/2024
"Gasser, Robert",6/24/2024
"Woo, Bryan",6/24/2024
"Thompson, Keegan",6/26/2024
"Ortega, Oliver",6/26/2024
"Cosgrove, Tom",6/26/2024
"Sandoval, Patrick",6/26/2024
"Turnbull, Spencer",6/26/2024
"Montgomery, Jordan",6/27/2024
"Koenig, Jared",6/28/2024
"Mize, Casey",6/30/2024
"Paredes, Enoli",7/2/2024
"France, J.P.",7/2/2024
"Martin, Chris",7/3/2024
"Romano, Jordan",7/3/2024
"Jones, Jared",7/3/2024
"Dunning, Dane",7/3/2024
"Jefferies, Daulton",7/5/2024
"Glasnow, Tyler",7/5/2024
"Brewer, Colten",7/6/2024
"Falter, Bailey",7/6/2024
"Slaten, Justin",7/7/2024
"Ashcraft, Graham",7/7/2024
"Garrett, Reed",7/9/2024
"Peralta, Wandy",7/9/2024
"F. Ortiz, Luis",7/11/2024
"Fried, Max",7/11/2024
"Almonte, Yency",7/12/2024
"Little, Luke",7/12/2024
"Smith, Drew",7/12/2024
"Spiers, Carson",7/12/2024
"Campbell, Isaiah",7/13/2024
"Wantz, Andrew",7/13/2024
"Soroka, Michael",7/14/2024
"Leasure, Jordan",7/14/2024
"Márquez, Germán",7/14/2024
"Paddack, Chris",7/14/2024
"Suter, Brent",7/19/2024
"Wesneski, Hayden",7/19/2024
"Funderburk, Kody",7/20/2024
"Olson, Reese",7/20/2024
"Pepiot, Ryan",7/20/2024
"Miller, Mason",7/22/2024
"Suárez, Ranger",7/22/2024
"Megill, Trevor",7/23/2024
"Hudson, Bryan",7/23/2024
"Núñez, Dedniel",7/23/2024
"Zastryzny, Rob",7/24/2024
"Weems, Jordan",7/24/2024
"Gray, Josiah",7/24/2024
"Senga, Kodai",7/26/2024
"Wood, Alex",7/26/2024
"Schreiber, John",7/28/2024
"López, Reynaldo",7/28/2024
"Gray, Jon",7/28/2024
"Mlodzinski, Carmen",7/29/2024
"Winn, Keaton",7/29/2024
"Jarvis, Bryce",7/30/2024
"Kolek, Stephen",7/30/2024
"Lynn, Lance",7/30/2024
"Scherzer, Max",7/30/2024
"Santos, Gregory",7/31/2024
"Clevinger, Mike",8/1/2024
"Webb, Jacob",8/2/2024
"Latz, Jacob",8/2/2024
"Harvey, Hunter",8/4/2024
"Treinen, Blake",8/4/2024
"Graterol, Brusdar",8/6/2024
"Holderman, Colin",8/7/2024
"Sborz, Josh",8/7/2024
"Rodriguez, Grayson",8/7/2024
"Carrasco, Carlos",8/7/2024
"Feltner, Ryan",8/7/2024
"Ryan, Joe",8/7/2024
"Medina, Luis",8/7/2024
"Milner, Hoby",8/8/2024
"Criswell, Cooper",8/9/2024
"Bender, Anthony",8/10/2024
"Roa, Christian",8/10/2024
"Hudson, Dakota",8/10/2024
"Brito, Jhony",8/10/2024
"Paxton, James",8/11/2024
"Glasnow, Tyler",8/11/2024
"Booser, Cam",8/13/2024
"Pressly, Ryan",8/13/2024
"Adams, Austin",8/13/2024
"Rodríguez, Randy",8/13/2024
"Greene, Hunter",8/13/2024
"Leone, Dominic",8/14/2024
"Wilson, Steven",8/14/2024
"Cobb, Alex",8/14/2024
"Littell, Zack",8/14/2024
"Eflin, Zach",8/15/2024
"Law, Derek",8/16/2024
"Soriano, José",8/16/2024
"Alexander, Scott",8/17/2024
"Fairbanks, Pete",8/18/2024
"Abbott, Andrew",8/18/2024
"Mahle, Tyler",8/18/2024
"García, Yimi",8/19/2024
"Lambert, Jimmy",8/20/2024
"Vodnik, Victor",8/20/2024
"Faedo, Alex",8/20/2024
"Gil, Luis",8/20/2024
"Minter, A.J.",8/21/2024
"Nardi, Andrew",8/21/2024
"Mears, Nick",8/22/2024
"Adon, Joan",8/22/2024
"Lodolo, Nick",8/22/2024
"Blackburn, Paul",8/23/2024
"Núñez, Dedniel",8/24/2024
"Hicks, Jordan",8/24/2024
"Fulmer, Carson",8/24/2024
"Sims, Lucas",8/25/2024
"Merryweather, Julian",8/25/2024
"Gilbreath, Lucas",8/25/2024
"Smith, Will",8/25/2024
"Moore, Matt",8/25/2024
"Ray, Robbie",8/25/2024
"García, Luis",8/26/2024
"Stratton, Hunter",8/26/2024
"Heller, Ben",8/27/2024
"Poche, Colin",8/27/2024
"Steele, Justin",8/27/2024
"Quantrill, Cal",8/27/2024
"Lorenzen, Michael",8/27/2024
"Kelly, Joe",8/30/2024
"Kershaw, Clayton",8/30/2024
"Gray, Jon",8/30/2024
"Wilson, Bryse",9/1/2024
"Cobb, Alex",9/1/2024
"López, Jorge",9/2/2024
"Joyce, Ben",9/3/2024
"Meyer, Max",9/3/2024
"Harrison, Kyle",9/3/2024
"Springs, Jeffrey",9/3/2024
"Faucher, Calvin",9/4/2024
"Anderson, Grant",9/4/2024
"Moll, Sam",9/7/2024
"Bush, Ky",9/7/2024
"Thorpe, Drew",9/7/2024
"Bido, Osvaldo",9/7/2024
"Sewald, Paul",9/8/2024
"Stripling, Ross",9/8/2024
"Nelson, Ryne",9/8/2024
"Castillo, Luis",9/8/2024
"Banda, Anthony",9/9/2024
"Bernardino, Brennan",9/10/2024
"López, Reynaldo",9/10/2024
"Foster, Matt",9/11/2024
"McMillon, John",9/11/2024
"Stratton, Chris",9/13/2024
"Ureña, José",9/13/2024
"Gonzales, Marco",9/13/2024
"Marte, José",9/14/2024
"Hicks, Jordan",9/14/2024
"Scherzer, Max",9/14/2024
"Scott, Tayler",9/16/2024
"McArthur, James",9/16/2024
"Nicolas, Kyle",9/16/2024
"Smith, Burch",9/17/2024
"Wicks, Jordan",9/17/2024
"Lynn, Lance",9/17/2024
"Hentges, Sam",9/18/2024
"Kinley, Tyler",9/18/2024
"Cortes, Nestor",9/18/2024
"Gray, Sonny",9/18/2024
"López, Jorge",9/19/2024
"Aguiar, Julian",9/19/2024
"Cousins, Jake",9/20/2024
"Romero, JoJo",9/21/2024
"Jansen, Kenley",9/22/2024
"Miller, Bryce",9/23/2024
"Honeywell, Brent",9/24/2024
"Graterol, Brusdar",9/24/2024
"Sborz, Josh",9/24/2024
"Cronin, Declan",9/25/2024
"Stone, Gavin",10/9/2024
"Lynn, Lance",04/01/2022
"Foster, Matt",04/01/2023
"Foster, Matt",04/01/2023
"Coleman, Carson",04/01/2023
"Bard, Daniel",04/01/2024
"Loáisiga, Jonathan",04/01/2024
"Rodríguez, Joely",04/01/2020
"Rodríguez, Joely",04/01/2020
"Helsley, Ryan",08/01/2020
"Gomber, Austin",08/01/2020
"Helsley, Ryan",08/01/2020
"Gomber, Austin",08/01/2020
"Nelson, Jimmy",08/01/2021
"Pomeranz, Drew",08/01/2021
"Nelson, Jimmy",08/01/2021
"Campbell, Paul",08/01/2022
"VerHagen, Drew",08/01/2022
"Alzolay, Adbert",08/01/2024
"Stewart, Brock",08/01/2024
"Ryan, River",08/01/2024
"Enright, Nic",12/01/2022
"Winder, Josh",12/01/2022
"Effross, Scott",12/01/2023
"Sims, Lucas",02/01/2022
"Reyes, Alex",02/01/2022
"Alzolay, Adbert",02/01/2022
"Canning, Griffin",02/01/2022
"Flaherty, Jack",02/01/2022
"Morris, Cody",02/01/2023
"Mushinski, Parker",02/01/2023
"Nance, Tommy",02/01/2023
"Kahnle, Tommy",02/01/2023
"Armstrong, Shawn",02/01/2023
"Bello, Brayan",02/01/2023
"Zerpa, Angel",02/01/2023
"Daniel, Davis",02/01/2023
"Henriquez, Ronny",02/01/2023
"Moll, Sam",02/01/2024
"Young, Alex",02/01/2024
"Karinchak, James",02/01/2024
"Hernández, Carlos",02/01/2024
"Chargois, JT",02/01/2024
"Thielbar, Caleb",02/01/2024
"Weiss, Zack",02/01/2024
"Moore, McKinley",02/01/2024
"Bazardo, Eduard",02/01/2024
"Verlander, Justin",02/01/2024
"Dubin, Shawn",02/01/2024
"Garrett, Braxton",02/01/2024
"Miley, Wade",02/01/2024
"Otto, Glenn",02/01/2024
"Hendriks, Liam",01/01/2023
"Martin, Brett",01/01/2023
"Wright, Kyle",01/01/2023
"Alexander, Jason",01/01/2023
"Graveman, Kendall",01/01/2024
"Bradish, Kyle",01/01/2024
"Sims, Lucas",07/01/2022
"Rosenthal, Trevor",07/01/2022
"Sims, Lucas",07/01/2022
"Coulombe, Danny",07/01/2022
"Doolittle, Sean",07/01/2022
"Staumont, Josh",07/01/2023
"Knehr, Reiss",07/01/2023
"Rucinski, Drew",07/01/2023
"Rasmussen, Drew",07/01/2023
"Rasmussen, Drew",07/01/2023
"Kerr, Ray",07/01/2024
"Hirano, Yoshihisa",06/01/2020
"Hirano, Yoshihisa",06/01/2020
"Rolison, Ryan",06/01/2022
"Santillan, Tony",06/01/2022
"Rolison, Ryan",06/01/2022
"Hudson, Daniel",06/01/2022
"Reyes, Alex",06/01/2023
"Murfee, Penn",06/01/2023
"Arano, Víctor",06/01/2023
"Murfee, Penn",06/01/2023
"Martin, Chris",06/01/2024
"Walker, Jeremy",03/01/2020
"Walker, Jeremy",03/01/2020
"Funkhouser, Kyle",03/01/2022
"Jackson, Jay",03/01/2022
"Taylor, Josh",03/01/2022
"Karinchak, James",03/01/2022
"Lambert, Peter",03/01/2022
"Floro, Dylan",03/01/2022
"Reed, Jake",03/01/2022
"Ridings, Stephen",03/01/2022
"Sadler, Casey",03/01/2022
"Sale, Chris",03/01/2022
"Miley, Wade",03/01/2022
"Minor, Mike",03/01/2022
"Castillo, Luis",03/01/2022
"Morris, Cody",03/01/2022
"Olivárez, Helcris",03/01/2022
"Criswell, Cooper",03/01/2022
"Germán, Domingo",03/01/2022
"Romero, Seth",03/01/2022
"Kaprielian, James",03/01/2022
"Honeywell, Brent",03/01/2022
"Oviedo, Luis",03/01/2022
"Kranick, Max",03/01/2022
"Bard, Daniel",03/01/2023
"Marte, José",03/01/2023
"Ridings, Stephen",03/01/2023
"Stephan, Trevor",03/01/2024
"Holderman, Colin",03/01/2024
"A. Ferrer, Jose",03/01/2024
"Lively, Ben",03/01/2024
"Curry, Xzavion",03/01/2024
"Lorenzen, Michael",03/01/2024
"Zuber, Tyler",05/01/2022
"Coonrod, Sam",05/01/2023
"McGee, Easton",05/01/2023
"Nelson, Kyle",05/01/2024
"Rom, Drew",05/01/2024
"Tate, Dillon",11/01/2022
"Adams, Austin",10/01/2019
"Adams, Austin",10/01/2019
"Duffy, Danny",10/01/2021
"Rodriguez, Chris",10/01/2021
"Rodriguez, Chris",10/01/2021
"Effross, Scott",10/01/2022
"Means, John",10/01/2023
"Topa, Justin",09/01/2021
"Curtiss, John",09/01/2021
"Chirinos, Yonny",09/01/2021
"Warren, Art",09/01/2022
"James, Josh",09/01/2022
"Senzatela, Antonio",09/01/2022
"Jameson, Drey",09/01/2023
"Dunn, Justin",09/01/2023
"Winder, Josh",09/01/2023
"Bachman, Sam",09/01/2023
"Williamson, Brandon",09/01/2024
"Scott, Christian",09/01/2024
"Heller, Ben",09/01/2020
"Rodríguez, Manuel",09/01/2020
"Rodriguez, Jefry",09/01/2020
"Oberg, Scott",09/01/2020
"Heller, Ben",09/01/2020
"Rodríguez, Manuel",09/01/2020
"Rodriguez, Jefry",09/01/2020
"Oberg, Scott",09/01/2020
